Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
Pakistan,30.3753,69.3451,6/18/2020,165062,3229,61383,100450,Eastern Mediterranean
Papua New Guinea,-6.314993,143.95555,6/18/2020,8,0,8,0,Western Pacific
Philippines,12.879721,121.774017,6/18/2020,27799,1116,7090,19593,Western Pacific
Poland,51.9194,19.1451,6/18/2020,31015,1316,15317,14382,Europe
Portugal,39.3999,-8.2245,6/18/2020,38089,1524,24010,12555,Europe
Qatar,25.3548,51.1839,6/18/2020,84441,86,63642,20713,Eastern Mediterranean
Romania,45.9432,24.9668,6/18/2020,23080,1473,16308,5299,Europe
Russia,61.52401,105.318756,6/18/2020,560321,7650,313409,239262,Europe
San Marino,43.9424,12.4578,6/18/2020,696,42,609,45,Europe
Saudi Arabia,23.885942,45.079162,6/18/2020,145991,1139,93915,50937,Eastern Mediterranean
Serbia,44.0165,21.0059,6/18/2020,12616,258,11769,589,Europe
Singapore,1.2833,103.8333,6/18/2020,41473,26,32712,8735,Western Pacific
Slovakia,48.669,19.699,6/18/2020,1562,28,1443,91,Europe
Slovenia,46.1512,14.9955,6/18/2020,1511,109,1359,43,Europe
Somalia,5.152149,46.199616,6/18/2020,2719,88,724,1907,Eastern Mediterranean
Spain,40.463667,-3.74922,6/18/2020,245268,27136,150376,67756,Europe
Sri Lanka,7.873054,80.771797,6/18/2020,1947,11,1421,515,South-East Asia
Sudan,12.8628,30.2176,6/18/2020,8020,487,2966,4567,Eastern Mediterranean
Sweden,60.128161,18.643501,6/18/2020,56043,5053,0,50990,Europe
Switzerland,46.8182,8.2275,6/18/2020,31200,1956,28900,344,Europe
Taiwan*,23.7,121,6/18/2020,446,7,434,5,Western Pacific
Thailand,15.870032,100.992541,6/18/2020,3141,58,2997,86,South-East Asia
Tunisia,33.886917,9.537499,6/18/2020,1132,50,1006,76,Eastern Mediterranean
Turkey,38.9637,35.2433,6/18/2020,184031,4882,156022,23127,Europe
Ukraine,48.3794,31.1656,6/18/2020,34833,976,16001,17856,Europe
United Arab Emirates,23.424076,53.847818,6/18/2020,43752,298,30241,13213,Eastern Mediterranean
United Kingdom,32.3078,-64.7505,6/18/2020,144,9,128,7,Europe
United Kingdom,19.3133,-81.2546,6/18/2020,193,1,141,51,Europe
United Kingdom,49.3723,-2.3644,6/18/2020,570,48,512,10,Europe
United Kingdom,36.1408,-5.3536,6/18/2020,176,0,176,0,Europe
United Kingdom,54.2361,-4.5481,6/18/2020,336,24,312,0,Europe
United Kingdom,16.742498,-62.187366,6/18/2020,11,1,10,0,Europe
United Kingdom,55.3781,-3.436,6/18/2020,275524,42395,0,233129,Europe
Uzbekistan,41.377491,64.585262,6/18/2020,5767,19,4166,1582,Europe
Vietnam,14.058324,108.277199,6/18/2020,342,0,325,17,Western Pacific
Syria,34.802075,38.996815,6/18/2020,187,7,0,180,Eastern Mediterranean
Timor-Leste,-8.874217,125.727539,6/18/2020,24,0,0,24,South-East Asia
Laos,19.85627,102.495496,6/18/2020,19,0,19,0,Western Pacific
Libya,26.3351,17.228331,6/18/2020,510,10,81,419,Eastern Mediterranean
West Bank and Gaza,31.9522,35.2332,6/18/2020,600,3,415,182,Eastern Mediterranean
Kosovo,42.602636,20.902977,6/18/2020,1486,33,953,500,Europe
Burma,21.9162,95.956,6/18/2020,286,6,187,93,South-East Asia
United Kingdom,18.2206,-63.0686,6/18/2020,3,0,3,0,Europe
United Kingdom,18.4207,-64.64,6/18/2020,8,1,7,0,Europe
United Kingdom,21.694,-71.7979,6/18/2020,12,1,11,0,Europe
United Kingdom,-51.7963,-59.5236,6/18/2020,13,0,13,0,Europe
France,46.8852,-56.3159,6/18/2020,1,0,1,0,Europe
Yemen,15.552727,48.516388,6/18/2020,909,248,273,388,Eastern Mediterranean
Tajikistan,38.861,71.2761,6/18/2020,5279,51,3762,1466,Europe
Afghanistan,33.93911,67.709953,6/19/2020,27878,548,7962,19368,Eastern Mediterranean
Albania,41.1533,20.1683,6/19/2020,1838,42,1114,682,Europe
Andorra,42.5063,1.5218,6/19/2020,855,52,792,11,Europe
Armenia,40.0691,45.0382,6/19/2020,19157,319,8266,10572,Europe
Australia,-35.4735,149.0124,6/19/2020,108,3,105,0,Western Pacific
Australia,-33.8688,151.2093,6/19/2020,3144,48,2771,325,Western Pacific
Australia,-12.4634,130.8456,6/19/2020,29,0,29,0,Western Pacific
Australia,-27.4698,153.0251,6/19/2020,1066,6,1053,7,Western Pacific
Australia,-34.9285,138.6007,6/19/2020,440,4,436,0,Western Pacific
Australia,-42.8821,147.3272,6/19/2020,228,13,215,0,Western Pacific
Australia,-37.8136,144.9631,6/19/2020,1792,19,1680,93,Western Pacific
Australia,-31.9505,115.8605,6/19/2020,604,9,592,3,Western Pacific
Austria,47.5162,14.5501,6/19/2020,17271,688,16141,442,Europe
Azerbaijan,40.1431,47.5769,6/19/2020,11767,143,6325,5299,Europe
Bahrain,26.0275,50.55,6/19/2020,20916,57,15287,5572,Eastern Mediterranean
Bangladesh,23.685,90.3563,6/19/2020,105535,1388,42945,61202,South-East Asia
Belarus,53.7098,27.9534,6/19/2020,57333,337,35275,21721,Europe
Belgium,50.8333,4.469936,6/19/2020,60476,9695,16751,34030,Europe
Bhutan,27.5142,90.4336,6/19/2020,68,0,28,40,South-East Asia
Bosnia and Herzegovina,43.9159,17.6791,6/19/2020,3273,169,2241,863,Europe
Brunei,4.5353,114.7277,6/19/2020,141,3,138,0,Western Pacific
Bulgaria,42.7339,25.4858,6/19/2020,3755,193,2008,1554,Europe
Cambodia,11.55,104.9167,6/19/2020,129,0,126,3,Western Pacific
China,31.8257,117.2264,6/19/2020,991,6,985,0,Western Pacific
China,40.1824,116.4142,6/19/2020,777,9,584,184,Western Pacific
China,30.0572,107.874,6/19/2020,582,6,573,3,Western Pacific
China,26.0789,117.9874,6/19/2020,362,1,357,4,Western Pacific
China,35.7518,104.2861,6/19/2020,151,2,137,12,Western Pacific
China,23.3417,113.4244,6/19/2020,1631,8,1604,19,Western Pacific
China,23.8298,108.7881,6/19/2020,254,2,252,0,Western Pacific
China,26.8154,106.8748,6/19/2020,147,2,145,0,Western Pacific
China,19.1959,109.7453,6/19/2020,171,6,163,2,Western Pacific
China,39.549,116.1306,6/19/2020,340,6,0,334,Western Pacific
China,47.862,127.7615,6/19/2020,947,13,934,0,Western Pacific
China,37.8957,114.9042,6/19/2020,1276,22,0,1254,Western Pacific
China,22.3,114.2,6/19/2020,1124,4,1072,48,Western Pacific
China,30.9756,112.2707,6/19/2020,68135,4512,63623,0,Western Pacific
China,27.6104,111.7088,6/19/2020,1019,4,1015,0,Western Pacific
China,44.0935,113.9448,6/19/2020,238,1,234,3,Western Pacific
China,32.9711,119.455,6/19/2020,653,0,653,0,Western Pacific
China,27.614,115.7221,6/19/2020,932,1,931,0,Western Pacific
China,43.6661,126.1923,6/19/2020,155,2,153,0,Western Pacific
China,41.2956,122.6085,6/19/2020,153,2,147,4,Western Pacific
China,22.1667,113.55,6/19/2020,45,0,45,0,Western Pacific
China,37.2692,106.1655,6/19/2020,75,0,75,0,Western Pacific
China,35.7452,95.9956,6/19/2020,18,0,18,0,Western Pacific
China,35.1917,108.8701,6/19/2020,314,3,306,5,Western Pacific
China,36.3427,118.1498,6/19/2020,792,7,783,2,Western Pacific
China,31.202,121.4491,6/19/2020,697,7,668,22,Western Pacific
China,37.5777,112.2922,6/19/2020,198,0,198,0,Western Pacific
China,30.6171,102.7103,6/19/2020,589,3,569,17,Western Pacific
China,39.3054,117.323,6/19/2020,197,3,191,3,Western Pacific
China,31.6927,88.0924,6/19/2020,1,0,1,0,Western Pacific
China,41.1129,85.2401,6/19/2020,76,3,73,0,Western Pacific
China,24.974,101.487,6/19/2020,185,2,183,0,Western Pacific
China,29.1832,120.0934,6/19/2020,1269,1,1267,1,Western Pacific
Croatia,45.1,15.2,6/19/2020,2280,107,2142,31,Europe
Cyprus,35.1264,33.4299,6/19/2020,985,19,818,148,Europe
Czechia,49.8175,15.473,6/19/2020,10406,335,7473,2598,Europe
Denmark,61.8926,-6.9118,6/19/2020,187,0,187,0,Europe
Greenland,71.7069,-42.6043,6/19/2020,13,0,13,0,Europe
Denmark,56.2639,9.5018,6/19/2020,12391,600,11282,509,Europe
Djibouti,11.8251,42.5903,6/19/2020,4565,45,3565,955,Eastern Mediterranean
Egypt,26.820553,30.802498,6/19/2020,52211,2017,13928,36266,Eastern Mediterranean
Estonia,58.5953,25.0136,6/19/2020,1979,69,1755,155,Europe
Fiji,-17.7134,178.065,6/19/2020,18,0,18,0,Western Pacific
Finland,61.92411,25.748151,6/19/2020,7133,326,6200,607,Europe
France,3.9339,-53.1258,6/19/2020,1969,5,840,1124,Europe
France,-17.6797,149.4068,6/19/2020,60,0,60,0,Europe
France,16.265,-61.551,6/19/2020,174,14,157,3,Europe
France,-12.8275,45.166244,6/19/2020,2394,29,2066,299,Europe
France,-20.904305,165.618042,6/19/2020,21,0,21,0,Europe
France,-21.1151,55.5364,6/19/2020,504,1,460,43,Europe
France,17.9,-62.8333,6/19/2020,6,0,6,0,Europe
France,18.0708,-63.0501,6/19/2020,42,3,36,3,Europe
France,14.6415,-61.0242,6/19/2020,236,14,98,124,Europe
France,46.2276,2.2137,6/19/2020,191304,29554,70496,91254,Europe
Georgia,42.3154,43.3569,6/19/2020,896,14,741,141,Europe
Germany,51.165691,10.451526,6/19/2020,190299,8887,173972,7440,Europe
Greece,39.0742,21.8243,6/19/2020,3237,189,1374,1674,Europe
Holy See,41.9029,12.4534,6/19/2020,12,0,12,0,Europe
Hungary,47.1625,19.5033,6/19/2020,4081,568,2581,932,Europe
Iceland,64.9631,-19.0208,6/19/2020,1815,10,1797,8,Europe
India,20.593684,78.96288,6/19/2020,395048,12948,213831,168269,South-East Asia
Indonesia,-0.7893,113.9213,6/19/2020,43803,2373,17349,24081,South-East Asia
Iran,32.427908,53.688046,6/19/2020,200262,9392,159192,31678,Eastern Mediterranean
Iraq,33.223191,43.679291,6/19/2020,27352,925,12205,14222,Eastern Mediterranean
Ireland,53.1424,-7.6921,6/19/2020,25368,1714,22698,956,Europe
Israel,31.046051,34.851612,6/19/2020,20339,304,15586,4449,Europe
Italy,41.87194,12.56738,6/19/2020,238011,34561,181907,21543,Europe
Japan,36.204824,138.252924,6/19/2020,17658,951,15844,863,Western Pacific
Jordan,31.24,36.51,6/19/2020,1008,9,708,291,Eastern Mediterranean
Kazakhstan,48.0196,66.9237,6/19/2020,16779,113,10411,6255,Europe
South Korea,35.907757,127.766922,6/19/2020,12373,280,10856,1237,Western Pacific
Kuwait,29.31166,47.481766,6/19/2020,38678,313,30190,8175,Eastern Mediterranean
Kyrgyzstan,41.20438,74.766098,6/19/2020,2789,32,1961,796,Europe
Latvia,56.8796,24.6032,6/19/2020,1110,30,903,177,Europe
Lebanon,33.8547,35.8623,6/19/2020,1510,32,960,518,Eastern Mediterranean
Liechtenstein,47.14,9.55,6/19/2020,82,1,81,0,Europe
Lithuania,55.1694,23.8813,6/19/2020,1792,76,1462,254,Europe
Luxembourg,49.8153,6.1296,6/19/2020,4099,110,3944,45,Europe
Malaysia,4.210484,101.975766,6/19/2020,8535,121,8070,344,Western Pacific
Maldives,3.2028,73.2207,6/19/2020,2150,8,1769,373,South-East Asia
Malta,35.9375,14.3754,6/19/2020,663,9,613,41,Europe
Moldova,47.4116,28.3699,6/19/2020,13556,450,7525,5581,Europe
Monaco,43.7333,7.4167,6/19/2020,99,4,94,1,Europe
Mongolia,46.8625,103.8467,6/19/2020,204,0,139,65,Western Pacific
Montenegro,42.708678,19.37439,6/19/2020,355,9,315,31,Europe
Morocco,31.7917,-7.0926,6/19/2020,9613,213,8117,1283,Eastern Mediterranean
Nepal,28.1667,84.25,6/19/2020,8274,22,1402,6850,South-East Asia
Netherlands,12.5211,-69.9683,6/19/2020,101,3,98,0,Europe
Netherlands,12.1696,-68.99,6/19/2020,23,1,19,3,Europe
Netherlands,18.0425,-63.0548,6/19/2020,77,15,62,0,Europe
Netherlands,52.1326,5.2913,6/19/2020,49426,6081,0,43345,Europe
New Zealand,-40.9006,174.886,6/19/2020,1509,22,1482,5,Western Pacific
North Macedonia,41.6086,21.7453,6/19/2020,4820,222,1863,2735,Europe
Norway,60.472,8.4689,6/19/2020,8726,244,8138,344,Europe
Oman,21.512583,55.923255,6/19/2020,27670,125,13974,13571,Eastern Mediterranean
Pakistan,30.3753,69.3451,6/19/2020,171666,3382,63504,104780,Eastern Mediterranean
Papua New Guinea,-6.314993,143.95555,6/19/2020,8,0,8,0,Western Pacific
Philippines,12.879721,121.774017,6/19/2020,28459,1130,7378,19951,Western Pacific
Poland,51.9194,19.1451,6/19/2020,31316,1334,15698,14284,Europe
Portugal,39.3999,-8.2245,6/19/2020,38464,1527,24477,12460,Europe
Qatar,25.3548,51.1839,6/19/2020,85462,93,65409,19960,Eastern Mediterranean
Romania,45.9432,24.9668,6/19/2020,23400,1484,16555,5361,Europe
Russia,61.52401,105.318756,6/19/2020,568292,7831,323851,236610,Europe
San Marino,43.9424,12.4578,6/19/2020,696,42,610,44,Europe
Saudi Arabia,23.885942,45.079162,6/19/2020,150292,1184,95764,53344,Eastern Mediterranean
Serbia,44.0165,21.0059,6/19/2020,12709,259,11822,628,Europe
Singapore,1.2833,103.8333,6/19/2020,41615,26,33459,8130,Western Pacific
Slovakia,48.669,19.699,6/19/2020,1576,28,1447,101,Europe
Slovenia,46.1512,14.9955,6/19/2020,1513,109,1359,45,Europe
Somalia,5.152149,46.199616,6/19/2020,2719,88,724,1907,Eastern Mediterranean
Spain,40.463667,-3.74922,6/19/2020,245575,28315,150376,66884,Europe
Sri Lanka,7.873054,80.771797,6/19/2020,1950,11,1446,493,South-East Asia
Sudan,12.8628,30.2176,6/19/2020,8316,506,3086,4724,Eastern Mediterranean
Sweden,60.128161,18.643501,6/19/2020,58076,5105,0,52971,Europe
Switzerland,46.8182,8.2275,6/19/2020,31235,1956,28900,379,Europe
Taiwan*,23.7,121,6/19/2020,446,7,434,5,Western Pacific
Thailand,15.870032,100.992541,6/19/2020,3146,58,3008,80,South-East Asia
Tunisia,33.886917,9.537499,6/19/2020,1146,50,1014,82,Eastern Mediterranean
Turkey,38.9637,35.2433,6/19/2020,185245,4905,157516,22824,Europe
Ukraine,48.3794,31.1656,6/19/2020,35755,995,16588,18172,Europe
United Arab Emirates,23.424076,53.847818,6/19/2020,44145,300,30996,12849,Eastern Mediterranean
United Kingdom,32.3078,-64.7505,6/19/2020,146,9,132,5,Europe
United Kingdom,19.3133,-81.2546,6/19/2020,195,1,143,51,Europe
United Kingdom,49.3723,-2.3644,6/19/2020,570,48,512,10,Europe
United Kingdom,36.1408,-5.3536,6/19/2020,176,0,176,0,Europe
United Kingdom,54.2361,-4.5481,6/19/2020,336,24,312,0,Europe
United Kingdom,16.742498,-62.187366,6/19/2020,11,1,10,0,Europe
United Kingdom,55.3781,-3.436,6/19/2020,276504,42568,0,233936,Europe
Uzbekistan,41.377491,64.585262,6/19/2020,5946,19,4273,1654,Europe
Vietnam,14.058324,108.277199,6/19/2020,349,0,326,23,Western Pacific
Syria,34.802075,38.996815,6/19/2020,187,7,0,180,Eastern Mediterranean
Timor-Leste,-8.874217,125.727539,6/19/2020,24,0,0,24,South-East Asia
Laos,19.85627,102.495496,6/19/2020,19,0,19,0,Western Pacific
Libya,26.3351,17.228331,6/19/2020,520,10,83,427,Eastern Mediterranean
West Bank and Gaza,31.9522,35.2332,6/19/2020,675,3,437,235,Eastern Mediterranean
Kosovo,42.602636,20.902977,6/19/2020,1486,33,953,500,Europe
Burma,21.9162,95.956,6/19/2020,286,6,192,88,South-East Asia
United Kingdom,18.2206,-63.0686,6/19/2020,3,0,3,0,Europe
United Kingdom,18.4207,-64.64,6/19/2020,8,1,7,0,Europe
United Kingdom,21.694,-71.7979,6/19/2020,12,1,11,0,Europe
United Kingdom,-51.7963,-59.5236,6/19/2020,13,0,13,0,Europe
France,46.8852,-56.3159,6/19/2020,1,0,1,0,Europe
Yemen,15.552727,48.516388,6/19/2020,919,251,288,380,Eastern Mediterranean
Tajikistan,38.861,71.2761,6/19/2020,5338,51,3830,1457,Europe
Afghanistan,33.93911,67.709953,6/20/2020,28424,569,8292,19563,Eastern Mediterranean
Albania,41.1533,20.1683,6/20/2020,1891,43,1126,722,Europe
Andorra,42.5063,1.5218,6/20/2020,855,52,792,11,Europe
Armenia,40.0691,45.0382,6/20/2020,19708,332,8854,10522,Europe
Australia,-35.4735,149.0124,6/20/2020,108,3,105,0,Western Pacific
Australia,-33.8688,151.2093,6/20/2020,3149,48,2771,330,Western Pacific
Australia,-12.4634,130.8456,6/20/2020,29,0,29,0,Western Pacific
Australia,-27.4698,153.0251,6/20/2020,1066,6,1053,7,Western Pacific
Australia,-34.9285,138.6007,6/20/2020,440,4,436,0,Western Pacific
Australia,-42.8821,147.3272,6/20/2020,228,13,215,0,Western Pacific
Australia,-37.8136,144.9631,6/20/2020,1836,19,1694,123,Western Pacific
Australia,-31.9505,115.8605,6/20/2020,605,9,593,3,Western Pacific
Austria,47.5162,14.5501,6/20/2020,17323,688,16175,460,Europe
Azerbaijan,40.1431,47.5769,6/20/2020,12238,148,6516,5574,Europe
Bahrain,26.0275,50.55,6/20/2020,21331,60,15790,5481,Eastern Mediterranean
Bangladesh,23.685,90.3563,6/20/2020,108775,1425,43993,63357,South-East Asia
Belarus,53.7098,27.9534,6/20/2020,57936,343,36749,20844,Europe
Belgium,50.8333,4.469936,6/20/2020,60550,9696,16771,34083,Europe
Bhutan,27.5142,90.4336,6/20/2020,68,0,30,38,South-East Asia
Bosnia and Herzegovina,43.9159,17.6791,6/20/2020,3273,169,2241,863,Europe
Brunei,4.5353,114.7277,6/20/2020,141,3,138,0,Western Pacific
Bulgaria,42.7339,25.4858,6/20/2020,3872,199,2027,1646,Europe
Cambodia,11.55,104.9167,6/20/2020,129,0,126,3,Western Pacific
China,31.8257,117.2264,6/20/2020,991,6,985,0,Western Pacific
China,40.1824,116.4142,6/20/2020,821,9,584,228,Western Pacific
China,30.0572,107.874,6/20/2020,582,6,573,3,Western Pacific
China,26.0789,117.9874,6/20/2020,363,1,357,5,Western Pacific
China,35.7518,104.2861,6/20/2020,151,2,137,12,Western Pacific
China,23.3417,113.4244,6/20/2020,1634,8,1614,12,Western Pacific
China,23.8298,108.7881,6/20/2020,254,2,252,0,Western Pacific
China,26.8154,106.8748,6/20/2020,147,2,145,0,Western Pacific
China,19.1959,109.7453,6/20/2020,171,6,163,2,Western Pacific
China,39.549,116.1306,6/20/2020,344,6,0,338,Western Pacific
China,47.862,127.7615,6/20/2020,947,13,934,0,Western Pacific
China,37.8957,114.9042,6/20/2020,1276,22,0,1254,Western Pacific
China,22.3,114.2,6/20/2020,1128,5,1077,46,Western Pacific
China,30.9756,112.2707,6/20/2020,68135,4512,63623,0,Western Pacific
China,27.6104,111.7088,6/20/2020,1019,4,1015,0,Western Pacific
China,44.0935,113.9448,6/20/2020,238,1,235,2,Western Pacific
China,32.9711,119.455,6/20/2020,653,0,653,0,Western Pacific
China,27.614,115.7221,6/20/2020,932,1,931,0,Western Pacific
China,43.6661,126.1923,6/20/2020,155,2,153,0,Western Pacific
China,41.2956,122.6085,6/20/2020,153,2,147,4,Western Pacific
China,22.1667,113.55,6/20/2020,45,0,45,0,Western Pacific
China,37.2692,106.1655,6/20/2020,75,0,75,0,Western Pacific
China,35.7452,95.9956,6/20/2020,18,0,18,0,Western Pacific
China,35.1917,108.8701,6/20/2020,316,3,306,7,Western Pacific
China,36.3427,118.1498,6/20/2020,792,7,785,0,Western Pacific
China,31.202,121.4491,6/20/2020,698,7,668,23,Western Pacific
China,37.5777,112.2922,6/20/2020,198,0,198,0,Western Pacific
China,30.6171,102.7103,6/20/2020,589,3,570,16,Western Pacific
China,39.3054,117.323,6/20/2020,197,3,191,3,Western Pacific
China,31.6927,88.0924,6/20/2020,1,0,1,0,Western Pacific
China,41.1129,85.2401,6/20/2020,76,3,73,0,Western Pacific
China,24.974,101.487,6/20/2020,185,2,183,0,Western Pacific
China,29.1832,120.0934,6/20/2020,1269,1,1267,1,Western Pacific
Croatia,45.1,15.2,6/20/2020,2299,107,2142,50,Europe
Cyprus,35.1264,33.4299,6/20/2020,985,19,824,142,Europe
Czechia,49.8175,15.473,6/20/2020,10448,336,7477,2635,Europe
Denmark,61.8926,-6.9118,6/20/2020,187,0,187,0,Europe
Greenland,71.7069,-42.6043,6/20/2020,13,0,13,0,Europe
Denmark,56.2639,9.5018,6/20/2020,12391,600,11282,509,Europe
Djibouti,11.8251,42.5903,6/20/2020,4565,45,3565,955,Eastern Mediterranean
Egypt,26.820553,30.802498,6/20/2020,53758,2106,14327,37325,Eastern Mediterranean
Estonia,58.5953,25.0136,6/20/2020,1981,69,1758,154,Europe
Fiji,-17.7134,178.065,6/20/2020,18,0,18,0,Western Pacific
Finland,61.92411,25.748151,6/20/2020,7142,326,6200,616,Europe
France,3.9339,-53.1258,6/20/2020,2163,5,890,1268,Europe
France,-17.6797,149.4068,6/20/2020,60,0,60,0,Europe
France,16.265,-61.551,6/20/2020,174,14,157,3,Europe
France,-12.8275,45.166244,6/20/2020,2404,31,2066,307,Europe
France,-20.904305,165.618042,6/20/2020,21,0,21,0,Europe
France,-21.1151,55.5364,6/20/2020,505,1,460,44,Europe
France,17.9,-62.8333,6/20/2020,6,0,6,0,Europe
France,18.0708,-63.0501,6/20/2020,42,3,36,3,Europe
France,14.6415,-61.0242,6/20/2020,236,14,98,124,Europe
France,46.2276,2.2137,6/20/2020,191740,29568,70641,91531,Europe
Georgia,42.3154,43.3569,6/20/2020,898,14,752,132,Europe
Germany,51.165691,10.451526,6/20/2020,190670,8895,174609,7166,Europe
Greece,39.0742,21.8243,6/20/2020,3256,190,1374,1692,Europe
Holy See,41.9029,12.4534,6/20/2020,12,0,12,0,Europe
Hungary,47.1625,19.5033,6/20/2020,4086,570,2585,931,Europe
Iceland,64.9631,-19.0208,6/20/2020,1815,10,1794,11,Europe
India,20.593684,78.96288,6/20/2020,410451,13254,227728,169469,South-East Asia
Indonesia,-0.7893,113.9213,6/20/2020,45029,2429,17883,24717,South-East Asia
Iran,32.427908,53.688046,6/20/2020,202584,9507,161384,31693,Eastern Mediterranean
Iraq,33.223191,43.679291,6/20/2020,29222,1013,13211,14998,Eastern Mediterranean
Ireland,53.1424,-7.6921,6/20/2020,25374,1715,22698,961,Europe
Israel,31.046051,34.851612,6/20/2020,20633,305,15586,4742,Europe
Italy,41.87194,12.56738,6/20/2020,238275,34610,182453,21212,Europe
Japan,36.204824,138.252924,6/20/2020,17725,955,15948,822,Western Pacific
Jordan,31.24,36.51,6/20/2020,1015,9,722,284,Eastern Mediterranean
Kazakhstan,48.0196,66.9237,6/20/2020,17225,118,10671,6436,Europe
South Korea,35.907757,127.766922,6/20/2020,12421,280,10868,1273,Western Pacific
Kuwait,29.31166,47.481766,6/20/2020,39145,319,30726,8100,Eastern Mediterranean
Kyrgyzstan,41.20438,74.766098,6/20/2020,2981,35,1981,965,Europe
Latvia,56.8796,24.6032,6/20/2020,1111,30,903,178,Europe
Lebanon,33.8547,35.8623,6/20/2020,1536,32,1006,498,Eastern Mediterranean
Liechtenstein,47.14,9.55,6/20/2020,82,1,81,0,Europe
Lithuania,55.1694,23.8813,6/20/2020,1795,76,1470,249,Europe
Luxembourg,49.8153,6.1296,6/20/2020,4105,110,3951,44,Europe
Malaysia,4.210484,101.975766,6/20/2020,8556,121,8146,289,Western Pacific
Maldives,3.2028,73.2207,6/20/2020,2187,8,1788,391,South-East Asia
Malta,35.9375,14.3754,6/20/2020,664,9,616,39,Europe
Moldova,47.4116,28.3699,6/20/2020,13953,464,7745,5744,Europe
